"Saccharomyces cerevisiae","Rhodosporidium toruloides","CS","EL","Trees","phylome","ensembl","orthomcl","treefam","eggnog","hogenom"
"A0A0C5QXA7","M7WKQ4","1.000","2","3","1.00/2","","","","",""
"A0A0D3XVZ7","M7WFB4","0.800","1","5","1.00/4","","","","",""
"A0A0D4Q2K9","M7WKX7","1.000","2","3","1.00/2","","","","",""
"M!03909850","M!04332820","1.000","1","2","1.00/2","","","","",""
"N1NVL4","M7X1W4","1.000","1","1","","","","","",""
"A0A0D4FJA5","M7XC53","0.923","1","13","1.00/12","","","","",""
"M!03909905","M7XP46","1.000","2","7","1.00/6","","","","",""
"A0A0C5PM89","M7XJD2","1.000","1","1","","","","","",""
"A0A0C5QRQ6","M7XS16","0.889","1","9","1.00/8","","","","",""
"N1P2L0","M7XF22","1.000","2","3","1.00/2","","","","",""
"A0A0D3XXG8","M7X798","1.000","1","1","","","","","",""
"M!03906539","M7WJP0","1.000","2","3","1.00/2","","","","",""
"A0A0D4EG35","M7XQ43","0.667","1","3","1.00/2","","","","",""
"A0A0D4PJP1","M7WMQ0","0.667","1","3","1.00/2","","","","",""
"A0A0D4GTT3","M7XKA4","1.000","2","3","1.00/2","","","","",""
"P53924","M7WT12","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q286","M7XD90","1.000","1","1","","","","","",""
"E7Q462","M7X0Q3","1.000","2","3","1.00/2","","","","",""
"M!03904297","M7X132","1.000","2","3","1.00/2","","","","",""
"A0A0D4NTH4","M7WT79","0.889","1","9","1.00/8","","","","",""
"N1NWU7","M7WGF6","1.000","1","2","1.00/2","","","","",""
"A0A0D3XZR6","A0A061AF21","1.000","1","20","1.00/20","","","","",""
"A0A0C6AFI3","M7WUR1","1.000","2","3","1.00/2","","","","",""
"N1P086","M7XZ23","0.800","1","5","1.00/4","","","","",""
"N1P9T2","M7X0Z1","0.571","2","7","0.50/6","","","","",""
"A0A0D4Y2H9","M7X6A2","1.000","1","1","","","","","",""
"A0A0D4YKL2","M7WZP5","1.000","2","5","1.00/4","","","","",""
"Q12019","M7WK17","0.667","1","3","1.00/2","","","","",""
"A0A0D3XY61","M7X3G4","1.000","1","1","","","","","",""
"A0A0C5M3X8","M7XX10","1.000","2","3","1.00/2","","","","",""
"M!03908901","M7WII9","0.667","1","3","1.00/2","","","","",""
"A0A0C5R2L5","M7XYL6","0.778","2","9","0.75/8","","","","",""
"A0A0C6CE00","M7WQ64","1.000","2","3","1.00/2","","","","",""
"A0A0C5MQP9","M7WYV4","1.000","2","3","1.00/2","","","","",""
"P35172","M7XZN8","1.000","2","3","1.00/2","","","","",""
"N1P3N5","M7WMQ9","1.000","1","1","","","","","",""
"A0A0D3TPM2","M7X3K9","0.833","1","6","0.83/6","","","","",""
"A0A0C5NIE3","M7XBC2","0.842","1","19","0.89/18","","","","",""
"N1P288","M7WNZ3","1.000","2","3","1.00/2","","","","",""
"A0A0C6A1R5","M7WNE2","0.667","1","3","1.00/2","","","","",""
"A0A0C6D0F2","M7XKH4","1.000","1","2","1.00/2","","","","",""
"M!03907108","M7WZM7","1.000","2","7","1.00/6","","","","",""
"A0A0D4FP16","M7X004","1.000","2","3","1.00/2","","","","",""
"A0A0C6B8J8","M7WEG2","1.000","1","1","","","","","",""
"A0A0D4N8L5","M7XYH6","1.000","1","1","","","","","",""
"A0A0C5MXV3","M7WZM0","1.000","2","5","1.00/4","","","","",""
"A0A0C5YW30","M7XLP1","1.000","2","3","1.00/2","","","","",""
"A0A0D4AUG5","M7X3Y4","1.000","1","2","1.00/2","","","","",""
"A0A024XUD2","M7WX17","1.000","2","3","1.00/2","","","","",""
"N1PA66","M7WEN3","1.000","2","3","1.00/2","","","","",""
"A0A0D3ZEV6","M7WK62","1.000","1","1","","","","","",""
"A0A0D4B340","M7WXQ8","1.000","1","1","","","","","",""
"N1NZY0","M7XMH6","1.000","1","1","","","","","",""
"A0A0D4GUL2","M7WR32","1.000","2","3","1.00/2","","","","",""
"A0A0C5LQE9","M7XRF2","1.000","2","3","1.00/2","","","","",""
"A0A0D3W0J4","M7WSS6","1.000","1","1","","","","","",""
"A0A0D3UAV6","M7X6W8","1.000","2","3","1.00/2","","","","",""
"A0A0D4FJS3","M7XFQ7","1.000","2","3","1.00/2","","","","",""
"A0A0C6AC79","M7XC46","0.667","1","3","1.00/2","","","","",""
"A0A0D4RUR6","M7WDS1","1.000","1","1","","","","","",""
"A0A0C5YCG4","M7X688","0.636","2","11","0.60/10","","","","",""
"A0A0D3TPE2","M7WFX8","1.000","1","1","","","","","",""
"A0A0D4GSA9","M7WXK0","1.000","2","3","1.00/2","","","","",""
"A0A0C6BVJ9","M7WW40","0.667","1","3","1.00/2","","","","",""
"A0A0D4Y326","M7WI49","1.000","1","2","1.00/2","","","","",""
"A0A0D3S2P2","M7WRF5","1.000","2","9","1.00/8","","","","",""
"Q03834","M7XLC1","1.000","2","9","1.00/8","","","","",""
"A0A0D4G2R5","M7X2F8","1.000","2","3","1.00/2","","","","",""
"A0A0D4KNE6","M7WXM9","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q2P0","M7XH91","1.000","2","3","1.00/2","","","","",""
"A0A0D4J1U0","M7XNV3","1.000","1","1","","","","","",""
"A0A0D3XRH7","M7WKZ4","0.667","1","3","1.00/2","","","","",""
"A0A0D4Q3F8","M7WVA5","1.000","1","1","","","","","",""
"A0A024XTC1","M7X982","1.000","1","4","1.00/4","","","","",""
"A0A0D4AVF3","M7XSZ9","1.000","2","3","1.00/2","","","","",""
"A0A0D4AHW4","M7WXN2","1.000","2","7","1.00/6","","","","",""
"A0A0D3YC32","M7WWV0","0.889","1","9","1.00/8","","","","",""
"A0A0D4RXS6","M7XID1","0.571","1","7","0.67/6","","","","",""
"A0A0D4Y1L1","M7XKT4","1.000","2","3","1.00/2","","","","",""
"A0A0D4UPF6","M7XN30","1.000","2","3","1.00/2","","","","",""
"A0A0D4KQQ7","M7WQ76","1.000","2","3","1.00/2","","","","",""
"A0A0D3XXT1","M7WZ39","1.000","1","2","1.00/2","","","","",""
"P38776","M7XLM8","1.000","1","38","1.00/38","","","","",""
"A0A0D4AU47","M7XLX7","1.000","1","1","","","","","",""
"A0A0C6AFK8","M7WH87","1.000","2","3","1.00/2","","","","",""
"A0A0D4AV77","M7WZ30","1.000","1","1","","","","","",""
"M!03907657","M7WEG7","0.600","2","5","0.50/4","","","","",""
"A0A0C6CQ68","M7X3T6","1.000","2","5","1.00/4","","","","",""
"A0A0D4AUJ6","M7XMF3","0.500","1","2","0.50/2","","","","",""
"A0A0D4HEK0","C6KZS6","0.667","1","3","1.00/2","","","","",""
"A0A0D4ULR4","M7XZB4","0.714","2","7","0.67/6","","","","",""
"A0A0D4B4T9","M7XR25","1.000","1","1","","","","","",""
"A0A0C6CVT9","M7WWW5","1.000","2","3","1.00/2","","","","",""
"A0A0C5ZZE6","A0A061AIR9","1.000","2","3","1.00/2","","","","",""
"N1P2B3","M7WKS2","1.000","1","4","1.00/4","","","","",""
"A0A0D4GUN6","M7XC82","0.963","1","27","1.00/26","","","","",""
"A0A0C5MEX9","M7WLA9","1.000","2","3","1.00/2","","","","",""
"N1P673","M7WWW0","0.667","1","3","1.00/2","","","","",""
"A0A0D3Z2V0","M7WQQ8","1.000","2","9","1.00/8","","","","",""
"P29704","M7WJI1","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q2K7","M7WM86","1.000","2","3","1.00/2","","","","",""
"A0A0D3XZG6","M7WU14","1.000","1","1","","","","","",""
"A0A0D4UMS1","M7WTR2","1.000","2","3","1.00/2","","","","",""
"A0A0C6C176","M7XDS9","1.000","2","3","1.00/2","","","","",""
"Q12267","M7XXW3","1.000","1","2","1.00/2","","","","",""
"A0A0D3XKU1","M7XZE2","1.000","1","1","","","","","",""
"A0A0D4K7B6","M7XY51","0.600","2","5","0.50/4","","","","",""
"N1P0I4","M7XI29","1.000","1","4","1.00/4","","","","",""
"A0A0D4KNP0","M7WUI8","1.000","2","3","1.00/2","","","","",""
"A0A0D4AUL6","M7X7F7","1.000","1","1","","","","","",""
"M!03906785","M7XQJ6","1.000","1","1","","","","","",""
"N1NZU0","M7WMP7","1.000","1","1","","","","","",""
"A0A0D3XXW6","M7X085","1.000","2","11","1.00/10","","","","",""
"P36024","M7XTR5","1.000","1","1","","","","","",""
"E7Q4R1","M7WP48","1.000","1","1","","","","","",""
"A0A0D3XXM1","M7XC49","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q6W6","M7WW85","0.889","1","9","1.00/8","","","","",""
"A0A0D4THQ9","M7XRJ2","1.000","2","7","1.00/6","","","","",""
"A0A0D4NS52","M7XD79","0.667","2","3","0.50/2","","","","",""
"A0A0C6CNV4","M7XLQ4","1.000","2","7","1.00/6","","","","",""
"A0A0D4AU66","M7X504","1.000","1","1","","","","","",""
"A0A0C5LTN6","M7WL89","1.000","1","2","1.00/2","","","","",""
"A0A0C6CWC2","M7WW70","1.000","2","3","1.00/2","","","","",""
"A0A0C6CPL5","M7X8T4","1.000","1","1","","","","","",""
"A0A0D4Y2L3","M!04329160","1.000","2","7","1.00/6","","","","",""
"Q03795","M7WL82","1.000","2","3","1.00/2","","","","",""
"M!03906984","M7WMY0","1.000","2","3","1.00/2","","","","",""
"A0A0D4FF42","M7X5B0","1.000","2","3","1.00/2","","","","",""
"A0A0D4Y1J7","M7WW19","1.000","2","3","1.00/2","","","","",""
"A0A0C6CX11","A0A061ASZ8","1.000","2","17","1.00/16","","","","",""
"A0A0D4KPI6","M7WSX1","1.000","1","1","","","","","",""
"E7Q4A1","M7WRR7","1.000","1","4","1.00/4","","","","",""
"M!03908533","M7X081","1.000","2","13","1.00/12","","","","",""
"A0A0D3V0V8","M7WQ78","1.000","1","1","","","","","",""
"A0A0C6CI45","M7XFH9","1.000","2","3","1.00/2","","","","",""
"A0A0D4I1H9","M7WKX5","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q2X8","M7WZU3","1.000","1","1","","","","","",""
"A0A0C5ZAP4","M7WNW9","1.000","2","3","1.00/2","","","","",""
"A0A0D4EDG1","M7WPH0","1.000","1","1","","","","","",""
"N1P2V9","M7X5H8","1.000","1","1","","","","","",""
"A0A0D4GVC2","M7WG35","1.000","2","3","1.00/2","","","","",""
"A0A0D4UMT8","A0A061BLP8","0.909","1","11","1.00/10","","","","",""
"A0A0D4NQC2","M7WYA7","1.000","1","1","","","","","",""
"A0A0D4Q1M8","M7WQ53","1.000","1","1","","","","","",""
"A0A0D3UJJ6","M7WQS3","0.857","1","7","1.00/6","","","","",""
"A0A0D4T320","M7WRJ4","1.000","1","1","","","","","",""
"A0A0C5Z6G9","M7WJ39","1.000","2","3","1.00/2","","","","",""
"Q07993","M7WT79","1.000","1","10","1.00/10","","","","",""
"N1P6S8","M7X3Y5","1.000","2","3","1.00/2","","","","",""
"A0A0D3WP78","M7WW72","1.000","2","3","1.00/2","","","","",""
"A0A0D3S4E2","M7WS33","0.667","1","3","1.00/2","","","","",""
"A0A0D4P033","M7XLZ0","1.000","2","3","1.00/2","","","","",""
"A0A0D4YJA9","M7XKC4","1.000","2","3","1.00/2","","","","",""
"A0A0D4FXK5","M7WEK6","0.818","2","11","0.80/10","","","","",""
"A0A0D3UK03","M7WX71","1.000","2","3","1.00/2","","","","",""
"A0A0D4UMP8","M7XJM5","1.000","2","3","1.00/2","","","","",""
"E7Q9F3","M7WRU1","1.000","2","5","1.00/4","","","","",""
"P53254","M7WDQ1","1.000","2","3","1.00/2","","","","",""
"A0A0D4KPJ1","M7WMJ7","1.000","2","3","1.00/2","","","","",""
"A0A0D4TTH6","M7WWT3","1.000","2","3","1.00/2","","","","",""
"A0A0D4GUR7","M7X534","1.000","2","3","1.00/2","","","","",""
"M!03909502","M7WKW7","1.000","2","3","1.00/2","","","","",""
"A0A0D4KQU6","M7XNX9","0.957","1","23","1.00/22","","","","",""
"A0A0D4Y2W3","A0A061BL35","1.000","2","3","1.00/2","","","","",""
"M!03904423","M7WRG8","1.000","1","1","","","","","",""
"P50101","M7XM76","0.667","1","9","0.75/8","","","","",""
"A0A0D4FDK9","M7X295","1.000","2","3","1.00/2","","","","",""
"A0A0D3Z8L9","M7XMW0","0.667","1","3","1.00/2","","","","",""
"E7Q2J8","M7WYU3","0.600","1","5","0.75/4","","","","",""
"A0A0C5LTC6","M7XIU5","1.000","2","15","1.00/14","","","","",""
"A0A0D3ZXV8","M7WNA2","1.000","2","3","1.00/2","","","","",""
"A0A0C6BMJ5","M7WWF5","0.500","1","4","0.50/4","","","","",""
"A0A0C6CR32","M7X5H7","1.000","2","9","1.00/8","","","","",""
"A0A0D4UJV6","M7WLK2","1.000","1","1","","","","","",""
"A0A0C5Z5G2","M7WWR9","0.500","1","2","0.50/2","","","","",""
"A0A0D4GU48","M7XFE4","1.000","2","3","1.00/2","","","","",""
"A0A0D4RG90","M7XUZ4","1.000","1","4","1.00/4","","","","",""
"A0A0D4UKJ7","M7X2D3","1.000","1","1","","","","","",""
"A0A0D4GSG5","M7WX37","1.000","2","3","1.00/2","","","","",""
"A0A0D4GTT8","M7X8C3","1.000","2","5","1.00/4","","","","",""
"A0A0D3XXX8","M7WCR7","1.000","2","15","1.00/14","","","","",""
"A0A0D3XY28","M7WK24","1.000","2","3","1.00/2","","","","",""
"N1NW22","M7WVL2","1.000","1","1","","","","","",""
"A0A0D4FY47","M7WRI0","0.667","1","3","1.00/2","","","","",""
"M!03906647","M7XMV1","1.000","2","3","1.00/2","","","","",""
"A0A0C5QID7","M7WZA8","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q1R8","M7WX59","1.000","2","3","1.00/2","","","","",""
"A0A0D4UMP0","M7WN97","0.667","1","3","1.00/2","","","","",""
"M!03906404","M7XYS1","1.000","2","3","1.00/2","","","","",""
"A0A0D3XXZ2","M7WRU4","1.000","2","5","1.00/4","","","","",""
"A0A0D4UN43","M7WT20","0.667","2","3","0.50/2","","","","",""
"M!03905699","M7WXG2","1.000","2","3","1.00/2","","","","",""
"A0A0D3UIU9","M7WRR7","1.000","1","4","1.00/4","","","","",""
"A0A0D4Q1Z7","M7WWQ5","0.867","2","15","0.86/14","","","","",""
"A0A0C6CCP4","M7X531","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q2V8","M7WXV5","1.000","2","5","1.00/4","","","","",""
"A0A0D4KNM0","M7WR12","1.000","2","3","1.00/2","","","","",""
"P40034","M7XJC7","1.000","2","3","1.00/2","","","","",""
"N1PA09","M7WV57","1.000","2","9","1.00/8","","","","",""
"A0A0C6CH47","M7WZW6","1.000","1","1","","","","","",""
"A0A0D4SRB3","M7XGQ8","0.800","2","5","0.75/4","","","","",""
"A0A0D3WPV0","M7WL39","1.000","2","3","1.00/2","","","","",""
"A0A0D4UML0","M7XT68","1.000","2","3","1.00/2","","","","",""
"N1P4D4","M7WVT2","1.000","1","2","1.00/2","","","","",""
"A0A0C5ZYZ5","M7XWN0","0.846","2","13","0.83/12","","","","",""
"A0A0D4Q2M0","M7XF47","1.000","2","3","1.00/2","","","","",""
"A0A0D4UK44","M7WXC4","1.000","1","1","","","","","",""
"A0A0D4AVP0","M7XMJ4","1.000","2","3","1.00/2","","","","",""
"A0A0D4UN81","M7XBT5","1.000","2","3","1.00/2","","","","",""
"A0A0D4N219","M7XAC0","1.000","2","5","1.00/4","","","","",""
"A0A0D4Y2D9","M7X663","0.909","2","11","0.90/10","","","","",""
"A0A0C6AKF4","M7WNQ5","0.714","2","7","0.67/6","","","","",""
"A0A0D4AU17","M7XHC8","1.000","2","3","1.00/2","","","","",""
"N1NWL1","M7WFP5","0.600","1","5","0.75/4","","","","",""
"A0A0D4AUV7","M7X1B7","0.947","2","19","0.94/18","","","","",""
"A0A0D4Q6W1","M7X074","1.000","2","3","1.00/2","","","","",""
"A0A0D4GS65","M7WIL9","1.000","1","1","","","","","",""
"A0A0D3TTE6","M7WF78","1.000","2","5","1.00/4","","","","",""
"A0A0D4Y2G9","M7WK21","0.867","2","15","0.86/14","","","","",""
"A0A0C6AK13","M7X197","0.667","1","3","1.00/2","","","","",""
"A0A0D3Y0A8","M7X3F9","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q5W8","M7WZH0","1.000","2","3","1.00/2","","","","",""
"A0A0C6CX45","M7WYU1","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q1G1","A0A061B372","1.000","2","15","1.00/14","","","","",""
"A0A0D4KN94","M7WUU3","1.000","2","3","1.00/2","","","","",""
"A0A0C6D805","M7WSK5","0.714","2","7","0.67/6","","","","",""
"N1NZD8","M7XKU4","1.000","2","3","1.00/2","","","","",""
"A0A0D3VUI4","M7WUS6","1.000","2","3","1.00/2","","","","",""
"A0A0D3Y7E6","M7XDC5","1.000","2","3","1.00/2","","","","",""
"A0A0D4EHL7","M7WE57","1.000","2","3","1.00/2","","","","",""
"A0A0D4GVJ4","M7XNF6","1.000","2","3","1.00/2","","","","",""
"A0A0D4NR51","M7WCK1","1.000","2","3","1.00/2","","","","",""
"A0A0D4JWV8","M7XM58","1.000","2","3","1.00/2","","","","",""
"A0A0D4Y1M0","M7X5P4","1.000","2","3","1.00/2","","","","",""
"A0A0D4YVB1","M7WGU3","0.667","1","3","1.00/2","","","","",""
"A0A0D4PFZ9","M7X3C1","1.000","1","1","","","","","",""
"A0A0C5QRM9","M7XUC3","0.914","2","35","0.91/34","","","","",""
"A0A0D4RDA8","M7XPG9","1.000","1","1","","","","","",""
"E7QAH5","M7WS85","1.000","2","3","1.00/2","","","","",""
"A0A0D3Y150","M7WPF2","1.000","1","2","1.00/2","","","","",""
"A0A0C5LQF2","M7WNH1","1.000","2","3","1.00/2","","","","",""
"A0A0C5YH52","M7XH17","1.000","1","2","1.00/2","","","","",""
"A0A0D4FXC8","M7XKZ3","1.000","1","1","","","","","",""
"A0A0C6CQM2","M7XLS1","1.000","2","3","1.00/2","","","","",""
"A0A0D4UMF7","M7WIM5","1.000","1","8","1.00/8","","","","",""
"M!03905598","M7WHQ7","1.000","2","3","1.00/2","","","","",""
"N1NXB1","M7XJ11","1.000","1","1","","","","","",""
"A0A0D4GCW8","M7XQN3","1.000","2","3","1.00/2","","","","",""
"A0A0D3ZQF5","M7XJ50","0.923","2","13","0.92/12","","","","",""
"A0A0D4KN17","M7X161","0.667","1","3","1.00/2","","","","",""
"A0A0D4Y273","M7XIZ7","1.000","1","4","1.00/4","","","","",""
"A0A0C6AK88","M7XNV8","1.000","2","19","1.00/18","","","","",""
"A0A0D3ZR92","M7XFC3","1.000","2","3","1.00/2","","","","",""
"A0A0C5LQP9","M7XZL7","1.000","2","3","1.00/2","","","","",""
"A0A0D4TTV4","M7X005","1.000","2","3","1.00/2","","","","",""
"A0A0D4GT03","M7XTS2","0.667","2","3","0.50/2","","","","",""
"A0A0D4KPU7","M7WSE3","1.000","2","3","1.00/2","","","","",""
"A0A0C6CDS0","M7XAQ2","1.000","2","3","1.00/2","","","","",""
"A0A0D3ULU4","M7XEQ0","0.667","2","3","0.50/2","","","","",""
"A0A0D3U0W8","M7XK98","1.000","1","2","1.00/2","","","","",""
"A0A0C5FYK5","M7XYB0","1.000","2","3","1.00/2","","","","",""
"A0A0C5N5C2","M7XN88","1.000","2","3","1.00/2","","","","",""
"A0A0C5NI85","M7XDH5","1.000","2","3","1.00/2","","","","",""
"A0A0D4I149","M7WHV7","1.000","2","5","1.00/4","","","","",""
"A0A0D4SR79","M7X369","1.000","2","5","1.00/4","","","","",""
"A0A0C6CWE8","M7XE38","1.000","1","1","","","","","",""
"P43599","M7XN91","1.000","2","3","1.00/2","","","","",""
"A0A0D4K749","M7WJW3","1.000","2","3","1.00/2","","","","",""
"A0A0C5QWC0","M7X8H2","1.000","1","1","","","","","",""
"A0A0D4RVB5","M7XME8","1.000","2","3","1.00/2","","","","",""
"N1NZR0","M7XFR0","1.000","2","5","1.00/4","","","","",""
"A0A0D4ZSV2","M7WR65","1.000","2","3","1.00/2","","","","",""
"N1NW14","M7XLJ9","1.000","2","3","1.00/2","","","","",""
"A0A0D4S3C9","M7WTQ6","1.000","2","5","1.00/4","","","","",""
"N1P4M6","M7WE57","1.000","2","3","1.00/2","","","","",""
"E7Q5Q0","M7X5T4","1.000","2","3","1.00/2","","","","",""
"A0A0D4RUY1","M7XYH2","1.000","1","4","1.00/4","","","","",""
"A0A0C5LSR3","M7WKR4","1.000","2","3","1.00/2","","","","",""
"A0A0D3Y0C0","M7WQR8","1.000","2","3","1.00/2","","","","",""
"A0A0D4GTT0","M7WMC3","1.000","2","3","1.00/2","","","","",""
"A0A0D4UMG6","M7XII3","1.000","1","2","1.00/2","","","","",""
"P36173","M7WNH3","1.000","2","7","1.00/6","","","","",""
"A0A0D4KPN2","M7X6Q6","1.000","2","5","1.00/4","","","","",""
"A0A0D4Q259","M7WNA8","1.000","2","3","1.00/2","","","","",""
"N1NW07","M7WRI7","1.000","2","3","1.00/2","","","","",""
"A0A0D4EN90","M7WML2","1.000","1","2","1.00/2","","","","",""
"P31115","M7XPJ7","1.000","2","3","1.00/2","","","","",""
"A0A0D4PIL7","M7WQA8","1.000","2","13","1.00/12","","","","",""
"A0A0D3Z5X0","M7WTT4","0.667","1","3","1.00/2","","","","",""
"N1P3W4","M7WTW0","1.000","1","1","","","","","",""
"P13181","M7WW85","0.923","1","13","1.00/12","","","","",""
"A0A0D3Y0C1","M7XGQ9","1.000","2","3","1.00/2","","","","",""
"A0A0D4AUC3","M7X8N2","1.000","1","1","","","","","",""
"A0A0D3UJC3","M7X596","1.000","1","1","","","","","",""
"A0A0D4JBA0","M7X5P7","1.000","1","1","","","","","",""
"A0A0D3UM12","M7XBB7","0.500","1","4","0.50/4","","","","",""
"A0A0D4Y1T0","M7XF08","1.000","2","3","1.00/2","","","","",""
"A0A0C6ASI8","M7WNC6","1.000","1","1","","","","","",""
"P47016","M7XWK0","0.800","1","5","1.00/4","","","","",""
"A0A0C5P6Z5","M7WHJ6","1.000","1","1","","","","","",""
"A0A0D4AU79","M7WQP1","1.000","2","3","1.00/2","","","","",""
"N1P7V5","M7WXZ2","1.000","1","1","","","","","",""
"P25491","M7X0V7","0.889","2","9","0.88/8","","","","",""
"A0A0C6CWW3","M7XGM2","1.000","2","3","1.00/2","","","","",""
"A0A0C5LSE3","M7WRB7","0.667","2","3","0.50/2","","","","",""
"A0A0D4M6X7","M7X5Q7","0.667","1","3","1.00/2","","","","",""
"A0A0D3ZQH5","M7Y0F9","1.000","2","3","1.00/2","","","","",""
"A0A0D4Y3H3","M7WQ81","0.667","1","3","1.00/2","","","","",""
"A0A0D4YVG9","M7XDU2","1.000","1","1","","","","","",""
"A0A0D3X3X6","M7X0Z5","1.000","1","2","1.00/2","","","","",""
"A0A0D4UK52","A0A061BIE1","0.857","1","7","1.00/6","","","","",""
"A0A0D4Q2S4","M7WMJ0","0.818","2","11","0.80/10","","","","",""
"A0A0D4Q6K6","M7XLE9","0.600","1","5","0.75/4","","","","",""
"M!03907885","M7X3I8","1.000","2","3","1.00/2","","","","",""
"P38697","M7WKZ4","0.667","1","3","1.00/2","","","","",""
"A0A0D3XXF9","M7WUW7","1.000","2","3","1.00/2","","","","",""
"A0A0D3SJ65","M7WW98","1.000","2","5","1.00/4","","","","",""
"A0A0D4GUW4","M7XAC0","1.000","1","2","1.00/2","","","","",""
"A0A0C5YID0","M7XMB6","1.000","1","1","","","","","",""
"A0A0D3ZV75","M7XZT2","1.000","2","3","1.00/2","","","","",""
"A0A0C5NKR7","M7WVL3","1.000","2","4","1.00/2","1.00/2","","","",""
"A0A0D4I1G0","M7XXL3","1.000","2","3","1.00/2","","","","",""
"A0A0D3UTC0","M7XUB0","1.000","2","3","1.00/2","","","","",""
"A0A0D4WNN7","M7WXE9","0.500","1","4","0.50/4","","","","",""
"A0A0D4P1A5","M7WW57","1.000","2","3","1.00/2","","","","",""
"M!03906915","M7WJ06","0.667","1","6","0.67/6","","","","",""
"A0A0D4LH83","M7X6C8","1.000","2","3","1.00/2","","","","",""
"A0A0D4KND5","M7WCV4","1.000","2","3","1.00/2","","","","",""
"A0A0D4NAY0","M7WWJ6","1.000","1","2","1.00/2","","","","",""
"A0A0D4Y2Q5","M7X248","1.000","2","3","1.00/2","","","","",""
"A0A0D4GUE5","M7XKK7","1.000","2","3","1.00/2","","","","",""
"A0A0D3XWJ6","M7XLB3","1.000","2","3","1.00/2","","","","",""
"A0A0D4Y2K5","M7XVB1","1.000","1","1","","","","","",""
"A0A0D4Y2B8","M7WXV1","1.000","2","3","1.00/2","","","","",""
"P54786","M7WNT6","1.000","1","1","","","","","",""
"A0A0D4NY37","M7XP08","0.800","1","10","0.80/10","","","","",""
"B3LQW1","M7WYL4","1.000","2","5","1.00/4","","","","",""
"A0A0D4UKH3","M7WEH6","1.000","2","3","1.00/2","","","","",""
"A0A0D4NQ36","M7WPU4","0.667","1","3","1.00/2","","","","",""
"A0A0D4Q6J6","M7XMM3","1.000","2","19","1.00/18","","","","",""
"A0A0D3YA42","M7X268","1.000","1","1","","","","","",""
"A0A0D3XYA4","M7WU19","1.000","1","2","1.00/2","","","","",""
"A0A0D4Q1G8","M7WLJ2","0.571","2","7","0.50/6","","","","",""
"N1P5F0","M7XGY3","0.800","1","5","1.00/4","","","","",""
"A0A0D3ZV38","M7XYH2","1.000","1","4","1.00/4","","","","",""
"A0A0D4AKJ9","M7WRD8","1.000","1","10","1.00/10","","","","",""
"A0A0D4KPI3","A0A061ARR7","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q5W0","M7WN97","0.667","1","3","1.00/2","","","","",""
"A0A0D3S4M4","M7X2V8","1.000","2","3","1.00/2","","","","",""
"N1NX85","M7WRV4","0.667","1","3","1.00/2","","","","",""
"A0A0D4UML6","M7X5R0","1.000","1","1","","","","","",""
"A0A0D4AU49","M7WMU8","1.000","2","3","1.00/2","","","","",""
"A0A0C5LSQ6","M7XET9","1.000","2","9","1.00/8","","","","",""
"N1P960","M7WPJ6","1.000","1","8","1.00/8","","","","",""
"A0A0D4Q3D1","M7XXP6","1.000","2","3","1.00/2","","","","",""
"A0A0D4GUT1","M7XIV4","1.000","2","3","1.00/2","","","","",""
"A0A0D3XZJ5","M7XZR1","0.875","1","8","0.88/8","","","","",""
"A0A0C5LST3","M7WS38","1.000","1","1","","","","","",""
"A0A0D4SQX6","M7WZD8","1.000","1","1","","","","","",""
"A0A0D4LFQ4","M7XER7","1.000","1","1","","","","","",""
"P43535","M7WTX9","1.000","2","9","1.00/8","","","","",""
"A0A0C5LQG6","M7X4T1","1.000","2","3","1.00/2","","","","",""
"E7Q3X6","M7XD41","1.000","2","3","1.00/2","","","","",""
"P22137","M7WJJ9","0.667","1","3","1.00/2","","","","",""
"A0A0D4ARS1","M7WK50","0.800","1","5","1.00/4","","","","",""
"M!03905554","M7X6L3","1.000","1","1","","","","","",""
"P33775","M7XBY2","1.000","2","7","1.00/6","","","","",""
